"order_number","order_date","delivery_date","quantity","customer_country","customer_state","product_category"
1680006,"2019-08-07","2019-08-11",1,"United States","Illinois","Cell phones"
1680008,"2019-08-07","2019-08-12",3,"United Kingdom","Stratford-on-Avon","Computers"
1680008,"2019-08-07","2019-08-12",5,"United Kingdom","Stratford-on-Avon","Music, Movies and Audio Books"
1680024,"2019-08-07","2019-08-13",1,"Australia","New South Wales","Computers"
1681008,"2019-08-08","2019-08-15",2,"United States","Texas","Computers"
1681009,"2019-08-08","2019-08-13",3,"Canada","Ontario","Music, Movies and Audio Books"
1681009,"2019-08-08","2019-08-13",3,"Canada","Ontario","Games and Toys"
1681010,"2019-08-08","2019-08-11",7,"United States","Iowa","Computers"
1681011,"2019-08-08","2019-08-09",7,"United States","Virginia","Games and Toys"
1681020,"2019-08-08","2019-08-10",7,"Germany","Nordrhein-Westfalen","Home Appliances"
1681020,"2019-08-08","2019-08-10",7,"Germany","Nordrhein-Westfalen","Audio"
1681022,"2019-08-08","2019-08-12",1,"United States","Massachusetts","Computers"
1681025,"2019-08-08","2019-08-13",3,"United States","Georgia","Home Appliances"
1681027,"2019-08-08","2019-08-13",3,"Canada","Ontario","Cell phones"
1681031,"2019-08-08","2019-08-12",3,"Germany","Freistaat Bayern","TV and Video"
1681031,"2019-08-08","2019-08-12",1,"Germany","Freistaat Bayern","Cameras and camcorders"
1681031,"2019-08-08","2019-08-12",3,"Germany","Freistaat Bayern","TV and Video"
1681031,"2019-08-08","2019-08-12",4,"Germany","Freistaat Bayern","Cell phones"
1682005,"2019-08-09","2019-08-12",2,"United States","Arkansas","Cell phones"
1682005,"2019-08-09","2019-08-12",1,"United States","Arkansas","Computers"
1682005,"2019-08-09","2019-08-12",4,"United States","Arkansas","Audio"
1682025,"2019-08-09","2019-08-13",2,"Canada","Ontario","Computers"
1682025,"2019-08-09","2019-08-13",2,"Canada","Ontario","Home Appliances"
1683000,"2019-08-10","2019-08-16",1,"United Kingdom","East Northamptonshire","Games and Toys"
1683000,"2019-08-10","2019-08-16",1,"United Kingdom","East Northamptonshire","Cell phones"
1683000,"2019-08-10","2019-08-16",1,"United Kingdom","East Northamptonshire","Cell phones"
1683006,"2019-08-10","2019-08-12",6,"Canada","Quebec","Computers"
1683007,"2019-08-10","2019-08-17",1,"Australia","Victoria","Games and Toys"
1683007,"2019-08-10","2019-08-17",2,"Australia","Victoria","Cell phones"
1683007,"2019-08-10","2019-08-17",3,"Australia","Victoria","Computers"
1683007,"2019-08-10","2019-08-17",1,"Australia","Victoria","Computers"
1683007,"2019-08-10","2019-08-17",1,"Australia","Victoria","Computers"
1683007,"2019-08-10","2019-08-17",4,"Australia","Victoria","Cell phones"
1683008,"2019-08-10","2019-08-13",1,"United States","New Jersey","Audio"
1683012,"2019-08-10","2019-08-13",2,"Germany","Rheinland-Pfalz","Cell phones"
1683012,"2019-08-10","2019-08-13",3,"Germany","Rheinland-Pfalz","Computers"
1683012,"2019-08-10","2019-08-13",1,"Germany","Rheinland-Pfalz","Games and Toys"
1683016,"2019-08-10","2019-08-14",10,"United States","Iowa","Cameras and camcorders"
1683026,"2019-08-10","2019-08-14",4,"United States","New Jersey","Music, Movies and Audio Books"
1683028,"2019-08-10","2019-08-14",3,"United States","Pennsylvania","TV and Video"
1683028,"2019-08-10","2019-08-14",1,"United States","Pennsylvania","Computers"
1683028,"2019-08-10","2019-08-14",4,"United States","Pennsylvania","Home Appliances"
1683028,"2019-08-10","2019-08-14",3,"United States","Pennsylvania","Computers"
1683041,"2019-08-10","2019-08-17",5,"United States","New York","Games and Toys"
1683041,"2019-08-10","2019-08-17",1,"United States","New York","Cell phones"
1683041,"2019-08-10","2019-08-17",2,"United States","New York","Music, Movies and Audio Books"
1683041,"2019-08-10","2019-08-17",1,"United States","New York","Computers"
1683042,"2019-08-10","2019-08-13",1,"Italy","Genova","Cameras and camcorders"
1683042,"2019-08-10","2019-08-13",2,"Italy","Genova","Cameras and camcorders"
1683043,"2019-08-10","2019-08-13",4,"Canada","Quebec","Cell phones"
1683044,"2019-08-10","2019-08-13",3,"United States","Pennsylvania","Cameras and camcorders"
1683044,"2019-08-10","2019-08-13",2,"United States","Pennsylvania","Games and Toys"
1683044,"2019-08-10","2019-08-13",1,"United States","Pennsylvania","Music, Movies and Audio Books"
1683046,"2019-08-10","2019-08-14",2,"Italy","Bologna","Games and Toys"
1683046,"2019-08-10","2019-08-14",2,"Italy","Bologna","Cameras and camcorders"
1685001,"2019-08-12","2019-08-16",3,"United States","Kentucky","Computers"
1685006,"2019-08-12","2019-08-15",4,"United States","Illinois","Audio"
1685011,"2019-08-12","2019-08-15",3,"Italy","Caserta","Cameras and camcorders"
1685011,"2019-08-12","2019-08-15",3,"Italy","Caserta","Cameras and camcorders"
1685011,"2019-08-12","2019-08-15",2,"Italy","Caserta","Cell phones"
1685014,"2019-08-12","2019-08-16",3,"United States","New York","Home Appliances"
1685019,"2019-08-12","2019-08-13",2,"United States","Oregon","Music, Movies and Audio Books"
1685019,"2019-08-12","2019-08-13",2,"United States","Oregon","Cameras and camcorders"
1685019,"2019-08-12","2019-08-13",1,"United States","Oregon","Audio"
1685019,"2019-08-12","2019-08-13",2,"United States","Oregon","Games and Toys"
1685019,"2019-08-12","2019-08-13",4,"United States","Oregon","Computers"
1685019,"2019-08-12","2019-08-13",2,"United States","Oregon","Audio"
1686000,"2019-08-13","2019-08-19",2,"United States","Illinois","Computers"
1686000,"2019-08-13","2019-08-19",1,"United States","Illinois","Computers"
1686000,"2019-08-13","2019-08-19",2,"United States","Illinois","Cameras and camcorders"
1686004,"2019-08-13","2019-08-17",3,"United States","Texas","Cell phones"
1686004,"2019-08-13","2019-08-17",5,"United States","Texas","Computers"
1686004,"2019-08-13","2019-08-17",2,"United States","Texas","Cell phones"
1686004,"2019-08-13","2019-08-17",4,"United States","Texas","Computers"
1686014,"2019-08-13","2019-08-17",3,"United States","Massachusetts","Cell phones"
1686014,"2019-08-13","2019-08-17",2,"United States","Massachusetts","Cameras and camcorders"
1686017,"2019-08-13","2019-08-14",3,"United States","Ohio","Cell phones"
1686017,"2019-08-13","2019-08-14",4,"United States","Ohio","Cell phones"
1687003,"2019-08-14","2019-08-18",1,"United States","Ohio","Computers"
1687003,"2019-08-14","2019-08-18",1,"United States","Ohio","Audio"
1687006,"2019-08-14","2019-08-16",6,"Germany","Niedersachsen","Audio"
1687009,"2019-08-14","2019-08-17",1,"United States","Missouri","Music, Movies and Audio Books"
1687009,"2019-08-14","2019-08-17",4,"United States","Missouri","Music, Movies and Audio Books"
1687009,"2019-08-14","2019-08-17",4,"United States","Missouri","Games and Toys"
1687011,"2019-08-14","2019-08-22",2,"United States","Massachusetts","Cell phones"
1687011,"2019-08-14","2019-08-22",2,"United States","Massachusetts","Computers"
1687011,"2019-08-14","2019-08-22",4,"United States","Massachusetts","Music, Movies and Audio Books"
1687011,"2019-08-14","2019-08-22",3,"United States","Massachusetts","Audio"
1687017,"2019-08-14","2019-08-21",3,"Germany","Freistaat Bayern","Music, Movies and Audio Books"
1687017,"2019-08-14","2019-08-21",1,"Germany","Freistaat Bayern","Cell phones"
1687017,"2019-08-14","2019-08-21",9,"Germany","Freistaat Bayern","Computers"
1687017,"2019-08-14","2019-08-21",1,"Germany","Freistaat Bayern","Music, Movies and Audio Books"
1687020,"2019-08-14","2019-08-15",2,"Canada","British Columbia","Games and Toys"
1687020,"2019-08-14","2019-08-15",1,"Canada","British Columbia","Music, Movies and Audio Books"
1687020,"2019-08-14","2019-08-15",4,"Canada","British Columbia","Games and Toys"
1688004,"2019-08-15","2019-08-16",2,"United Kingdom","Rutland","Cell phones"
1688004,"2019-08-15","2019-08-16",2,"United Kingdom","Rutland","Computers"
1688004,"2019-08-15","2019-08-16",8,"United Kingdom","Rutland","Cell phones"
1688007,"2019-08-15","2019-08-16",1,"United States","Utah","Cell phones"
1688007,"2019-08-15","2019-08-16",5,"United States","Utah","Cameras and camcorders"
1688008,"2019-08-15","2019-08-19",9,"United States","Maryland","Cell phones"
1688008,"2019-08-15","2019-08-19",7,"United States","Maryland","Cell phones"
1688015,"2019-08-15","2019-08-20",2,"Canada","Ontario","Music, Movies and Audio Books"
1688015,"2019-08-15","2019-08-20",3,"Canada","Ontario","Home Appliances"
1688015,"2019-08-15","2019-08-20",3,"Canada","Ontario","Music, Movies and Audio Books"
1688015,"2019-08-15","2019-08-20",1,"Canada","Ontario","Cameras and camcorders"
1688021,"2019-08-15","2019-08-19",1,"United States","Maryland","Home Appliances"
1688021,"2019-08-15","2019-08-19",5,"United States","Maryland","Computers"
1688021,"2019-08-15","2019-08-19",2,"United States","Maryland","Games and Toys"
1688021,"2019-08-15","2019-08-19",4,"United States","Maryland","Cell phones"
1688024,"2019-08-15","2019-08-17",4,"United States","Mississippi","Cameras and camcorders"
1688026,"2019-08-15","2019-08-19",3,"United States","Arizona","Games and Toys"
1688026,"2019-08-15","2019-08-19",10,"United States","Arizona","Cell phones"
1688031,"2019-08-15","2019-08-20",4,"Italy","La Spezia","Games and Toys"
1688031,"2019-08-15","2019-08-20",3,"Italy","La Spezia","Audio"
1688031,"2019-08-15","2019-08-20",2,"Italy","La Spezia","Cameras and camcorders"
1688031,"2019-08-15","2019-08-20",1,"Italy","La Spezia","Cell phones"
1688031,"2019-08-15","2019-08-20",7,"Italy","La Spezia","Music, Movies and Audio Books"
1689002,"2019-08-16","2019-08-18",3,"United Kingdom","Argyllshire","Games and Toys"
1689008,"2019-08-16","2019-08-22",1,"United States","New York","Cameras and camcorders"
1689017,"2019-08-16","2019-08-20",6,"United States","Mississippi","Music, Movies and Audio Books"
1689022,"2019-08-16","2019-08-19",1,"United States","Massachusetts","Audio"
1689022,"2019-08-16","2019-08-19",5,"United States","Massachusetts","Games and Toys"
1689022,"2019-08-16","2019-08-19",6,"United States","Massachusetts","Audio"
1689024,"2019-08-16","2019-08-22",5,"United States","West Virginia","Computers"
1689024,"2019-08-16","2019-08-22",4,"United States","West Virginia","Cameras and camcorders"
1689024,"2019-08-16","2019-08-22",10,"United States","West Virginia","Games and Toys"
1689024,"2019-08-16","2019-08-22",5,"United States","West Virginia","Music, Movies and Audio Books"
1689027,"2019-08-16","2019-08-20",3,"United States","Texas","Computers"
1689027,"2019-08-16","2019-08-20",2,"United States","Texas","Computers"
1689027,"2019-08-16","2019-08-20",10,"United States","Texas","Cell phones"
1689027,"2019-08-16","2019-08-20",2,"United States","Texas","Music, Movies and Audio Books"
1689027,"2019-08-16","2019-08-20",1,"United States","Texas","Computers"
1689027,"2019-08-16","2019-08-20",1,"United States","Texas","Audio"
1689027,"2019-08-16","2019-08-20",3,"United States","Texas","Cameras and camcorders"
1690000,"2019-08-17","2019-08-19",8,"United States","Georgia","Audio"
1690000,"2019-08-17","2019-08-19",2,"United States","Georgia","Cell phones"
1690000,"2019-08-17","2019-08-19",5,"United States","Georgia","Computers"
1690000,"2019-08-17","2019-08-19",1,"United States","Georgia","Computers"
1690003,"2019-08-17","2019-08-18",2,"Canada","Quebec","Music, Movies and Audio Books"
1690003,"2019-08-17","2019-08-18",1,"Canada","Quebec","Computers"
1690008,"2019-08-17","2019-08-21",4,"United States","Arkansas","Music, Movies and Audio Books"
1690008,"2019-08-17","2019-08-21",1,"United States","Arkansas","Music, Movies and Audio Books"
1690008,"2019-08-17","2019-08-21",1,"United States","Arkansas","Audio"
1690009,"2019-08-17","2019-08-22",4,"Netherlands","Utrecht","Cameras and camcorders"
1690009,"2019-08-17","2019-08-22",4,"Netherlands","Utrecht","Computers"
1690011,"2019-08-17","2019-08-20",2,"Canada","Quebec","Music, Movies and Audio Books"
1690011,"2019-08-17","2019-08-20",2,"Canada","Quebec","Cell phones"
1690014,"2019-08-17","2019-08-22",1,"Australia","Tasmania","Computers"
1690014,"2019-08-17","2019-08-22",1,"Australia","Tasmania","Music, Movies and Audio Books"
1690016,"2019-08-17","2019-08-20",2,"Canada","Ontario","Games and Toys"
1690019,"2019-08-17","2019-08-20",4,"United Kingdom","Darlington","Music, Movies and Audio Books"
1690019,"2019-08-17","2019-08-20",3,"United Kingdom","Darlington","Music, Movies and Audio Books"
1690019,"2019-08-17","2019-08-20",3,"United Kingdom","Darlington","Cell phones"
1690021,"2019-08-17","2019-08-20",1,"United States","Michigan","Games and Toys"
1690023,"2019-08-17","2019-08-19",1,"United States","Florida","Audio"
1690032,"2019-08-17","2019-08-22",1,"United States","Mississippi","Cell phones"
1690032,"2019-08-17","2019-08-22",1,"United States","Mississippi","Music, Movies and Audio Books"
1690032,"2019-08-17","2019-08-22",6,"United States","Mississippi","Games and Toys"
1690045,"2019-08-17","2019-08-19",1,"United Kingdom","North Yorkshire","Cell phones"
1690048,"2019-08-17","2019-08-22",5,"United States","Illinois","Games and Toys"
1690048,"2019-08-17","2019-08-22",1,"United States","Illinois","Computers"
1690048,"2019-08-17","2019-08-22",3,"United States","Illinois","Computers"
1691002,"2019-08-18","2019-08-21",1,"United States","Tennessee","Cell phones"
1691002,"2019-08-18","2019-08-21",7,"United States","Tennessee","Computers"
1692004,"2019-08-19","2019-08-23",3,"Australia","South Australia","Computers"
1692005,"2019-08-19","2019-08-21",10,"Netherlands","Gelderland","Audio"
1692010,"2019-08-19","2019-08-25",1,"United Kingdom","East Lothian","Cell phones"
1692010,"2019-08-19","2019-08-25",1,"United Kingdom","East Lothian","Music, Movies and Audio Books"
1692010,"2019-08-19","2019-08-25",2,"United Kingdom","East Lothian","Music, Movies and Audio Books"
1692020,"2019-08-19","2019-08-22",6,"Netherlands","Noord-Holland","Computers"
1693016,"2019-08-20","2019-08-22",10,"United Kingdom","South Somerset","Computers"
1693016,"2019-08-20","2019-08-22",9,"United Kingdom","South Somerset","Audio"
1694003,"2019-08-21","2019-08-24",1,"United States","Maryland","TV and Video"
1694003,"2019-08-21","2019-08-24",3,"United States","Maryland","Computers"
1694003,"2019-08-21","2019-08-24",1,"United States","Maryland","Games and Toys"
1694003,"2019-08-21","2019-08-24",1,"United States","Maryland","Cell phones"
1694006,"2019-08-21","2019-08-26",3,"United States","Arizona","Cell phones"
1694006,"2019-08-21","2019-08-26",2,"United States","Arizona","Computers"
1694011,"2019-08-21","2019-08-26",3,"United States","Florida","Computers"
1694019,"2019-08-21","2019-08-27",3,"Canada","Alberta","Home Appliances"
1694019,"2019-08-21","2019-08-27",3,"Canada","Alberta","Games and Toys"
1694019,"2019-08-21","2019-08-27",1,"Canada","Alberta","Home Appliances"
1694024,"2019-08-21","2019-08-25",4,"Australia","Victoria","Cell phones"
1694027,"2019-08-21","2019-08-26",3,"Australia","South Australia","Cell phones"
1694034,"2019-08-21","2019-08-25",1,"Netherlands","Utrecht","Cameras and camcorders"
1695007,"2019-08-22","2019-08-24",1,"United States","Colorado","Computers"
1695007,"2019-08-22","2019-08-24",3,"United States","Colorado","Computers"
1695011,"2019-08-22","2019-08-28",3,"United States","Massachusetts","Music, Movies and Audio Books"
1695018,"2019-08-22","2019-08-24",3,"United States","Florida","Audio"
1695018,"2019-08-22","2019-08-24",9,"United States","Florida","Cameras and camcorders"
1695018,"2019-08-22","2019-08-24",1,"United States","Florida","Games and Toys"
1695018,"2019-08-22","2019-08-24",1,"United States","Florida","Music, Movies and Audio Books"
1695021,"2019-08-22","2019-08-23",1,"United States","New York","Cameras and camcorders"
1695021,"2019-08-22","2019-08-23",4,"United States","New York","Home Appliances"
1695023,"2019-08-22","2019-08-25",2,"United Kingdom","East Lindsey","Music, Movies and Audio Books"
1695023,"2019-08-22","2019-08-25",3,"United Kingdom","East Lindsey","Home Appliances"
1695023,"2019-08-22","2019-08-25",1,"United Kingdom","East Lindsey","Music, Movies and Audio Books"
1695023,"2019-08-22","2019-08-25",3,"United Kingdom","East Lindsey","Computers"
1695023,"2019-08-22","2019-08-25",1,"United Kingdom","East Lindsey","Computers"
1695023,"2019-08-22","2019-08-25",4,"United Kingdom","East Lindsey","Audio"
1695023,"2019-08-22","2019-08-25",2,"United Kingdom","East Lindsey","Cameras and camcorders"
1695033,"2019-08-22","2019-08-26",8,"Italy","Perugia","Audio"
1695035,"2019-08-22","2019-08-25",5,"United States","Connecticut","Computers"
1695037,"2019-08-22","2019-08-27",8,"United States","Colorado","Computers"
1695037,"2019-08-22","2019-08-27",1,"United States","Colorado","Computers"
1695039,"2019-08-22","2019-08-26",6,"United States","Ohio","Cell phones"
1695039,"2019-08-22","2019-08-26",3,"United States","Ohio","Home Appliances"
1695040,"2019-08-22","2019-08-26",3,"United States","Michigan","Computers"
1695041,"2019-08-22","2019-08-29",1,"United States","Texas","Games and Toys"
1695041,"2019-08-22","2019-08-29",6,"United States","Texas","Computers"
1695041,"2019-08-22","2019-08-29",1,"United States","Texas","Audio"
1696003,"2019-08-23","2019-08-29",3,"United States","Florida","Cameras and camcorders"
1696003,"2019-08-23","2019-08-29",3,"United States","Florida","Music, Movies and Audio Books"
1696003,"2019-08-23","2019-08-29",9,"United States","Florida","Games and Toys"
1696003,"2019-08-23","2019-08-29",6,"United States","Florida","Computers"
1696003,"2019-08-23","2019-08-29",2,"United States","Florida","TV and Video"
1696005,"2019-08-23","2019-08-27",6,"United States","Louisiana","Music, Movies and Audio Books"
1696005,"2019-08-23","2019-08-27",1,"United States","Louisiana","Audio"
1696005,"2019-08-23","2019-08-27",5,"United States","Louisiana","Cameras and camcorders"
1696005,"2019-08-23","2019-08-27",8,"United States","Louisiana","Music, Movies and Audio Books"
1696006,"2019-08-23","2019-08-29",1,"United States","Missouri","Music, Movies and Audio Books"
1696006,"2019-08-23","2019-08-29",1,"United States","Missouri","Cell phones"
1696008,"2019-08-23","2019-08-31",3,"United States","California","Cell phones"
1696008,"2019-08-23","2019-08-31",3,"United States","California","Computers"
1696012,"2019-08-23","2019-08-25",6,"United States","Texas","Audio"
1696020,"2019-08-23","2019-08-27",1,"United Kingdom","Shropshire","Audio"
1696024,"2019-08-23","2019-08-25",1,"United States","Illinois","Games and Toys"
1696024,"2019-08-23","2019-08-25",2,"United States","Illinois","Home Appliances"
1697000,"2019-08-24","2019-08-29",5,"United Kingdom","Monmouthshire","Computers"
1697000,"2019-08-24","2019-08-29",2,"United Kingdom","Monmouthshire","Games and Toys"
1697000,"2019-08-24","2019-08-29",8,"United Kingdom","Monmouthshire","Computers"
1697003,"2019-08-24","2019-08-25",7,"United States","Maryland","Games and Toys"
1697006,"2019-08-24","2019-08-29",1,"United States","Florida","Computers"
1697006,"2019-08-24","2019-08-29",1,"United States","Florida","Computers"
1697006,"2019-08-24","2019-08-29",4,"United States","Florida","Computers"
1697006,"2019-08-24","2019-08-29",1,"United States","Florida","Music, Movies and Audio Books"
1697006,"2019-08-24","2019-08-29",3,"United States","Florida","Music, Movies and Audio Books"
1697006,"2019-08-24","2019-08-29",3,"United States","Florida","Music, Movies and Audio Books"
1697008,"2019-08-24","2019-09-01",2,"United States","Florida","Audio"
1697008,"2019-08-24","2019-09-01",7,"United States","Florida","Home Appliances"
1697008,"2019-08-24","2019-09-01",3,"United States","Florida","Audio"
1697009,"2019-08-24","2019-08-31",1,"Australia","Queensland","Games and Toys"
1697009,"2019-08-24","2019-08-31",1,"Australia","Queensland","Audio"
1697012,"2019-08-24","2019-08-26",2,"Germany","Baden-Württemberg","Computers"
1697012,"2019-08-24","2019-08-26",1,"Germany","Baden-Württemberg","Computers"
1697012,"2019-08-24","2019-08-26",4,"Germany","Baden-Württemberg","Cell phones"
1697012,"2019-08-24","2019-08-26",1,"Germany","Baden-Württemberg","Computers"
1697013,"2019-08-24","2019-08-29",1,"Germany","Freistaat Bayern","Cameras and camcorders"
1697017,"2019-08-24","2019-08-28",9,"United Kingdom","North Hertfordshire","Audio"
1697025,"2019-08-24","2019-08-30",6,"Canada","Quebec","Games and Toys"
1697025,"2019-08-24","2019-08-30",1,"Canada","Quebec","Cameras and camcorders"
1697026,"2019-08-24","2019-08-26",10,"Australia","South Australia","Audio"
1697026,"2019-08-24","2019-08-26",3,"Australia","South Australia","Music, Movies and Audio Books"
1697026,"2019-08-24","2019-08-26",5,"Australia","South Australia","Computers"
1697026,"2019-08-24","2019-08-26",3,"Australia","South Australia","Audio"
1697026,"2019-08-24","2019-08-26",2,"Australia","South Australia","Home Appliances"
1697026,"2019-08-24","2019-08-26",1,"Australia","South Australia","Computers"
1697031,"2019-08-24","2019-08-26",5,"United States","Alaska","Cell phones"
1697031,"2019-08-24","2019-08-26",2,"United States","Alaska","Computers"
1697031,"2019-08-24","2019-08-26",1,"United States","Alaska","TV and Video"
1697038,"2019-08-24","2019-08-30",7,"United States","Florida","Audio"
1697043,"2019-08-24","2019-08-26",3,"United States","California","Computers"
1697043,"2019-08-24","2019-08-26",4,"United States","California","Cell phones"
1697043,"2019-08-24","2019-08-26",3,"United States","California","Games and Toys"
1697043,"2019-08-24","2019-08-26",3,"United States","California","Games and Toys"
1697043,"2019-08-24","2019-08-26",1,"United States","California","Games and Toys"
1697043,"2019-08-24","2019-08-26",1,"United States","California","Home Appliances"
1697043,"2019-08-24","2019-08-26",3,"United States","California","Cell phones"
1697044,"2019-08-24","2019-08-27",1,"United States","Illinois","Cameras and camcorders"
1697044,"2019-08-24","2019-08-27",2,"United States","Illinois","TV and Video"
1699000,"2019-08-26","2019-08-31",1,"Canada","Alberta","Computers"
1699000,"2019-08-26","2019-08-31",1,"Canada","Alberta","Audio"
1699000,"2019-08-26","2019-08-31",7,"Canada","Alberta","Home Appliances"
1699010,"2019-08-26","2019-08-28",3,"United States","Michigan","Cell phones"
1699010,"2019-08-26","2019-08-28",2,"United States","Michigan","Audio"
1699010,"2019-08-26","2019-08-28",2,"United States","Michigan","Audio"
1699012,"2019-08-26","2019-08-31",5,"United Kingdom","Highland","Cameras and camcorders"
1699012,"2019-08-26","2019-08-31",1,"United Kingdom","Highland","Computers"
1699019,"2019-08-26","2019-08-28",1,"United States","Washington DC","Cell phones"
1699019,"2019-08-26","2019-08-28",1,"United States","Washington DC","Computers"
1700002,"2019-08-27","2019-08-30",3,"United States","Texas","Music, Movies and Audio Books"
1700024,"2019-08-27","2019-09-01",1,"Germany","Rheinland-Pfalz","Music, Movies and Audio Books"
1700024,"2019-08-27","2019-09-01",4,"Germany","Rheinland-Pfalz","Computers"
1700025,"2019-08-27","2019-08-29",7,"United States","Texas","Cell phones"
1700025,"2019-08-27","2019-08-29",3,"United States","Texas","Games and Toys"
1700025,"2019-08-27","2019-08-29",1,"United States","Texas","TV and Video"
1700025,"2019-08-27","2019-08-29",2,"United States","Texas","Home Appliances"
1701001,"2019-08-28","2019-08-30",3,"Australia","Western Australia","Cameras and camcorders"
1701001,"2019-08-28","2019-08-30",1,"Australia","Western Australia","Cameras and camcorders"
1701001,"2019-08-28","2019-08-30",2,"Australia","Western Australia","Cell phones"
1701001,"2019-08-28","2019-08-30",2,"Australia","Western Australia","Music, Movies and Audio Books"
1701001,"2019-08-28","2019-08-30",4,"Australia","Western Australia","Home Appliances"
1701001,"2019-08-28","2019-08-30",5,"Australia","Western Australia","Cell phones"
1701001,"2019-08-28","2019-08-30",1,"Australia","Western Australia","Computers"
1701005,"2019-08-28","2019-09-03",1,"United States","California","TV and Video"
1701005,"2019-08-28","2019-09-03",4,"United States","California","Games and Toys"
1701005,"2019-08-28","2019-09-03",1,"United States","California","Games and Toys"
1701007,"2019-08-28","2019-08-30",5,"United States","Maryland","Music, Movies and Audio Books"
1701010,"2019-08-28","2019-08-31",2,"United States","South Carolina","Audio"
1701013,"2019-08-28","2019-09-03",2,"United States","Rhode Island","Cell phones"
1701013,"2019-08-28","2019-09-03",1,"United States","Rhode Island","Cell phones"
1701014,"2019-08-28","2019-08-31",1,"Germany","Freistaat Bayern","Cell phones"
1701014,"2019-08-28","2019-08-31",1,"Germany","Freistaat Bayern","Games and Toys"
1701014,"2019-08-28","2019-08-31",4,"Germany","Freistaat Bayern","Computers"
1701017,"2019-08-28","2019-08-31",4,"United Kingdom","Anglesey","Music, Movies and Audio Books"
1701017,"2019-08-28","2019-08-31",2,"United Kingdom","Anglesey","Games and Toys"
1701020,"2019-08-28","2019-09-05",1,"Italy","Grosseto","Music, Movies and Audio Books"
1701030,"2019-08-28","2019-09-01",10,"United States","New York","Computers"
1701030,"2019-08-28","2019-09-01",1,"United States","New York","Cameras and camcorders"
1702009,"2019-08-29","2019-09-02",1,"United States","Maryland","Cell phones"
1702009,"2019-08-29","2019-09-02",6,"United States","Maryland","Cameras and camcorders"
1702009,"2019-08-29","2019-09-02",5,"United States","Maryland","Music, Movies and Audio Books"
1702030,"2019-08-29","2019-09-02",3,"United States","Alabama","Music, Movies and Audio Books"
1702030,"2019-08-29","2019-09-02",3,"United States","Alabama","Computers"
1702030,"2019-08-29","2019-09-02",7,"United States","Alabama","Computers"
1702030,"2019-08-29","2019-09-02",2,"United States","Alabama","Music, Movies and Audio Books"
1702031,"2019-08-29","2019-09-03",2,"Canada","British Columbia","Music, Movies and Audio Books"
1702037,"2019-08-29","2019-09-01",4,"United States","Texas","Audio"
1702040,"2019-08-29","2019-08-31",2,"Germany","Rheinland-Pfalz","Music, Movies and Audio Books"
1702040,"2019-08-29","2019-08-31",2,"Germany","Rheinland-Pfalz","Computers"
1703006,"2019-08-30","2019-09-02",6,"Canada","Alberta","Music, Movies and Audio Books"
1703006,"2019-08-30","2019-09-02",4,"Canada","Alberta","TV and Video"
1703006,"2019-08-30","2019-09-02",4,"Canada","Alberta","Cell phones"
1703011,"2019-08-30","2019-09-03",7,"Canada","Ontario","Cell phones"
1703011,"2019-08-30","2019-09-03",4,"Canada","Ontario","Audio"
1703012,"2019-08-30","2019-09-01",1,"Netherlands","Gelderland","Audio"
1703014,"2019-08-30","2019-09-07",1,"United States","Indiana","Computers"
1703014,"2019-08-30","2019-09-07",2,"United States","Indiana","Home Appliances"
1703014,"2019-08-30","2019-09-07",1,"United States","Indiana","Cell phones"
1703014,"2019-08-30","2019-09-07",3,"United States","Indiana","Computers"
1703016,"2019-08-30","2019-09-01",2,"United States","New York","Music, Movies and Audio Books"
1703016,"2019-08-30","2019-09-01",4,"United States","New York","Audio"
1703016,"2019-08-30","2019-09-01",2,"United States","New York","Music, Movies and Audio Books"
1703016,"2019-08-30","2019-09-01",3,"United States","New York","TV and Video"
1703021,"2019-08-30","2019-09-04",5,"United States","Oregon","Games and Toys"
1703021,"2019-08-30","2019-09-04",2,"United States","Oregon","Computers"
1703021,"2019-08-30","2019-09-04",2,"United States","Oregon","TV and Video"
1703022,"2019-08-30","2019-09-03",2,"United Kingdom","Gwynedd","Computers"
1703022,"2019-08-30","2019-09-03",7,"United Kingdom","Gwynedd","Cameras and camcorders"
1703022,"2019-08-30","2019-09-03",1,"United Kingdom","Gwynedd","Cell phones"
1703022,"2019-08-30","2019-09-03",2,"United Kingdom","Gwynedd","Computers"
1703025,"2019-08-30","2019-09-06",6,"United States","Florida","Games and Toys"
1703025,"2019-08-30","2019-09-06",3,"United States","Florida","Cell phones"
1704003,"2019-08-31","2019-09-03",2,"United States","Tennessee","Audio"
1704004,"2019-08-31","2019-09-03",1,"United Kingdom","Anglesey","Computers"
1704010,"2019-08-31","2019-09-02",5,"United States","Washington","Games and Toys"
1704013,"2019-08-31","2019-09-02",3,"United States","Pennsylvania","Cell phones"
1704018,"2019-08-31","2019-09-06",2,"United States","Georgia","Computers"
1704018,"2019-08-31","2019-09-06",1,"United States","Georgia","Computers"
1704018,"2019-08-31","2019-09-06",3,"United States","Georgia","Computers"
1704019,"2019-08-31","2019-09-03",2,"Canada","Alberta","Cameras and camcorders"
1704019,"2019-08-31","2019-09-03",4,"Canada","Alberta","Cell phones"
1704019,"2019-08-31","2019-09-03",4,"Canada","Alberta","Computers"
1704019,"2019-08-31","2019-09-03",1,"Canada","Alberta","Audio"
